Identifier,isPresent_4wpi,log2.Ratio_4wpi,pValue_4wpi,fdr_4wpi,isPresent_8wpi,log2.Ratio_8wpi,pValue_8wpi,fdr_8wpi,isPresent_12wpi,log2.Ratio_12wpi,pValue_12wpi,fdr_12wpi,isPresent_14wpi,log2.Ratio_14wpi,pValue_14wpi,fdr_14wpi,isPresent_16wpi,log2.Ratio_16wpi,pValue_16wpi,fdr_16wpi,isPresent_18wpi,log2.Ratio_18wpi,pValue_18wpi,fdr_18wpi,isPresent_20wpi,log2.Ratio_20wpi,pValue_20wpi,fdr_20wpi,isPresent_term,log2.Ratio_term,pValue_term,fdr_term,CellType
Tram1l1,TRUE,0.02798,0.8734,0.9983,TRUE,-0.02131,0.8586,0.9342,TRUE,0.09591,0.4328,0.7786,TRUE,0.1734,0.2412,0.7285,TRUE,0.1466,0.3408,0.7123,TRUE,-0.1049,0.605,0.9825,TRUE,-0.1466,0.3902,0.7531,TRUE,-0.4261,0.0344,0.1269,_NE
Tram2,TRUE,-0.3175,0.5561,0.9959,TRUE,-0.2444,0.6545,0.8159,TRUE,-0.08864,0.8324,0.954,TRUE,-0.1415,0.7723,0.9496,TRUE,-0.573,0.1969,0.5967,TRUE,0.1114,0.8288,0.9921,TRUE,0.5023,0.3929,0.7546,TRUE,1.101,0.01871,0.08097,_NE
Trank1,TRUE,-0.01313,0.9531,0.9991,TRUE,0.009333,0.9382,0.9753,TRUE,-0.03831,0.7275,0.9132,TRUE,-0.3742,0.07558,0.5851,TRUE,-0.4051,0.05192,0.3741,TRUE,-0.0561,0.8221,0.9904,TRUE,0.1299,0.5573,0.8427,TRUE,-0.1514,0.5544,0.7644,N
Trap1,TRUE,-0.004567,0.9737,0.9991,TRUE,-0.08969,0.3815,0.6185,TRUE,0.1175,0.2044,0.6015,TRUE,0.008928,0.9395,0.9892,TRUE,0.05987,0.6387,0.8718,TRUE,0.01298,0.9363,0.9975,TRUE,0.1876,0.1781,0.572,TRUE,-0.02254,0.8841,0.9503,_NE
Trappc1,TRUE,-0.05648,0.7359,0.9959,TRUE,0.1362,0.2828,0.5264,TRUE,0.02063,0.8822,0.9694,TRUE,0.1314,0.4351,0.8376,TRUE,0.2803,0.07324,0.4232,TRUE,0.03641,0.8468,0.9927,TRUE,0.03231,0.8504,0.962,TRUE,0.2662,0.1563,0.3651,_NE
Trappc10,TRUE,-0.0694,0.6317,0.9959,TRUE,-0.09266,0.3678,0.6051,TRUE,0.02045,0.809,0.9443,TRUE,0.07765,0.4726,0.8529,TRUE,0.06934,0.5678,0.8417,TRUE,0.02425,0.876,0.9939,TRUE,-0.006917,0.9609,0.9892,TRUE,-0.1007,0.494,0.7179,_NE
Trappc2,TRUE,-0.3238,0.06301,0.9959,TRUE,0.2513,0.03998,0.1726,TRUE,-0.05815,0.6017,0.8638,TRUE,0.01968,0.9027,0.9833,TRUE,0.3242,0.07032,0.4179,TRUE,0.0403,0.8395,0.9927,TRUE,-0.2801,0.1681,0.5569,TRUE,-0.2175,0.2451,0.4837,_NE
Trappc2l,TRUE,0.1472,0.3827,0.9959,TRUE,0.1485,0.2602,0.5017,TRUE,0.05573,0.6646,0.8889,TRUE,0.2048,0.2299,0.7228,TRUE,0.2576,0.1134,0.49,TRUE,-0.07296,0.6971,0.9825,TRUE,-0.05074,0.7704,0.9334,TRUE,0.271,0.1504,0.3557,_NE
Trappc3,TRUE,0.06059,0.6856,0.9959,TRUE,0.02712,0.8034,0.9055,TRUE,0.097,0.2936,0.6821,TRUE,0.136,0.2851,0.7542,TRUE,0.1606,0.2234,0.6242,TRUE,0.02112,0.8989,0.9959,TRUE,0.08252,0.5881,0.8566,TRUE,0.3079,0.07489,0.2223,_NE
Trappc4,TRUE,0.03586,0.8228,0.9983,TRUE,0.08822,0.4489,0.6731,TRUE,0.04189,0.7221,0.9108,TRUE,0.1529,0.2676,0.7429,TRUE,0.07117,0.6368,0.8714,TRUE,0.04911,0.7909,0.9896,TRUE,0.04582,0.7876,0.939,TRUE,-0.05764,0.7423,0.8781,_NE
Trappc5,TRUE,0.0192,0.91,0.9991,TRUE,-0.03541,0.7652,0.8835,TRUE,0.1352,0.2624,0.6553,TRUE,0.1487,0.3311,0.783,TRUE,-0.03719,0.8127,0.9398,TRUE,0.03617,0.8519,0.9927,TRUE,-0.03893,0.8387,0.958,TRUE,-0.2463,0.212,0.4425,_NE
Trappc6a,TRUE,0.4565,0.2146,0.9959,TRUE,-0.7029,0.01474,0.09795,TRUE,0.5551,0.04975,0.3328,TRUE,-0.1003,0.7257,0.9339,TRUE,-0.9326,0.003052,0.08907,TRUE,-0.6832,0.1142,0.7383,TRUE,0.4016,0.2788,0.6694,TRUE,0.2451,0.4369,0.6747,_NE
Trappc6b,TRUE,-0.1557,0.2856,0.9959,TRUE,0.218,0.03704,0.1651,TRUE,-0.08458,0.3854,0.7489,TRUE,0.1109,0.3782,0.8112,TRUE,0.2338,0.1086,0.4852,TRUE,-0.04842,0.789,0.9896,TRUE,-0.2637,0.08288,0.4135,TRUE,-0.06092,0.7276,0.8694,_NE
Trappc8,TRUE,-0.1461,0.3058,0.9959,TRUE,0.2393,0.02372,0.1284,TRUE,-0.1054,0.2522,0.6465,TRUE,-0.09597,0.4888,0.8574,TRUE,0.0673,0.6462,0.8744,TRUE,0.06394,0.7417,0.9884,TRUE,-0.2073,0.1639,0.5517,TRUE,-0.2466,0.1822,0.4031,_NE
Trappc9,TRUE,-0.01023,0.9465,0.9991,TRUE,-0.3653,0.0008988,0.01532,TRUE,0.2982,0.001909,0.05242,TRUE,0.1902,0.147,0.6652,TRUE,-0.188,0.1324,0.5199,TRUE,-0.2129,0.2973,0.9034,TRUE,0.08974,0.577,0.8513,TRUE,-0.2766,0.1133,0.2946,_NE
Trdmt1,TRUE,-0.2289,0.439,0.9959,TRUE,0.2283,0.3644,0.6028,TRUE,-0.07643,0.7478,0.921,TRUE,-0.2735,0.3115,0.7727,TRUE,0.01844,0.943,0.9812,TRUE,-0.04105,0.9041,0.9959,TRUE,-0.09419,0.7812,0.9372,TRUE,0.4295,0.1786,0.3976,_NE
Trem2,TRUE,0.3693,0.1126,0.9959,TRUE,-0.285,0.09815,0.2882,TRUE,0.2605,0.1679,0.5594,TRUE,-0.1492,0.5158,0.8667,TRUE,0.5761,0.1141,0.4911,TRUE,1.441,4.071E-10,2.029E-07,TRUE,2.186,2.587E-15,4.395E-12,TRUE,2.935,7.75E-38,4.556E-35,MG
Trerf1,TRUE,0.01261,0.9469,0.9991,TRUE,-0.3261,0.004228,0.04436,TRUE,0.1938,0.09813,0.4519,TRUE,0.1026,0.4851,0.8557,TRUE,-0.3624,0.0148,0.2126,TRUE,-0.4737,0.02242,0.3632,TRUE,0.03699,0.8344,0.956,TRUE,-0.7431,0.0001106,0.001187,_NE
Trex1,TRUE,0.3526,0.1618,0.9959,TRUE,-0.1741,0.3273,0.5709,TRUE,0.2811,0.145,0.5282,TRUE,0.3241,0.08964,0.6047,TRUE,-0.2051,0.2739,0.6656,TRUE,0.02695,0.9221,0.9971,TRUE,0.5998,0.007784,0.1242,TRUE,0.1664,0.4331,0.671,_NE
Trf,TRUE,0.121,0.6572,0.9959,TRUE,0.05176,0.7736,0.8879,TRUE,-0.2567,0.06817,0.384,TRUE,-0.2571,0.2283,0.7221,TRUE,-0.07757,0.6545,0.8784,TRUE,0.5349,0.0171,0.3079,TRUE,0.2524,0.225,0.6235,TRUE,0.9804,0.0001272,0.001339,_NE
Trhde,TRUE,-0.5308,0.09447,0.9959,TRUE,0.2132,0.209,0.4445,TRUE,0.01954,0.9094,0.9775,TRUE,0.04762,0.744,0.9405,TRUE,-0.02611,0.8558,0.9563,TRUE,-0.04727,0.8028,0.9896,TRUE,-0.5424,0.002534,0.05824,TRUE,-0.4455,0.0371,0.1342,N
Trhr,TRUE,-0.5137,0.4233,0.9959,TRUE,-1.115,0.07215,0.2437,TRUE,0.8169,0.1604,0.5511,TRUE,-0.2099,0.5628,0.8792,TRUE,0.829,0.07417,0.4256,TRUE,-0.3507,0.4997,0.9728,TRUE,0.1112,0.8257,0.9525,TRUE,-2.548,0.0008017,0.006389,_NE
Triap1,TRUE,0.01391,0.9453,0.9991,TRUE,0.08922,0.5687,0.7594,TRUE,-0.06204,0.6991,0.9024,TRUE,0.05004,0.7962,0.9562,TRUE,0.1792,0.3522,0.7207,TRUE,0.00981,0.966,0.9975,TRUE,-0.0552,0.7936,0.9419,TRUE,0.08366,0.723,0.8673,_NE
Trib1,TRUE,0.0276,0.9169,0.9991,TRUE,0.4137,0.007227,0.06252,TRUE,-0.1215,0.5132,0.8235,TRUE,0.3718,0.06039,0.5492,TRUE,-0.1383,0.5336,0.8258,TRUE,-0.2835,0.3711,0.9389,TRUE,0.4681,0.04341,0.3034,TRUE,0.6674,0.002789,0.01791,_NE
Trib2,TRUE,-0.01855,0.9047,0.9991,TRUE,0.06635,0.5675,0.7584,TRUE,-0.01033,0.9187,0.98,TRUE,0.05481,0.673,0.9199,TRUE,-0.1313,0.4113,0.7583,TRUE,0.3863,0.02538,0.3895,TRUE,0.4191,0.02959,0.2513,TRUE,0.347,0.04108,0.1444,_NE
Tril,TRUE,0.07534,0.6659,0.9959,TRUE,-0.3787,0.00141,0.02088,TRUE,0.2167,0.08566,0.4249,TRUE,-0.1576,0.231,0.7235,TRUE,-0.2076,0.2775,0.6688,TRUE,0.1876,0.3044,0.9062,TRUE,0.2505,0.1028,0.454,TRUE,0.2146,0.2277,0.4628,AS
Trim11,TRUE,0.1273,0.4874,0.9959,TRUE,-0.1535,0.3125,0.556,TRUE,0.2053,0.09653,0.4498,TRUE,0.1411,0.3539,0.7999,TRUE,-0.3041,0.09333,0.4577,TRUE,-0.1831,0.385,0.9415,TRUE,0.04047,0.8152,0.9487,TRUE,-0.05419,0.7597,0.8877,_NE
Trim12a,TRUE,0.08939,0.7968,0.996,TRUE,0.3176,0.2392,0.4785,TRUE,-0.4758,0.08576,0.4252,TRUE,-0.6509,0.04552,0.5134,TRUE,-0.06804,0.8149,0.9404,TRUE,0.93,0.01862,0.3264,TRUE,0.3821,0.3516,0.7292,TRUE,1.475,2.309E-05,0.0003027,_NE
Trim12c,TRUE,0.06442,0.8515,0.9983,TRUE,0.2553,0.3239,0.5672,TRUE,-0.7116,0.004513,0.09028,TRUE,-0.8277,0.02089,0.4103,TRUE,0.05059,0.8696,0.9608,TRUE,0.8038,0.09686,0.6963,TRUE,0.08493,0.8081,0.9474,TRUE,1.571,0.006059,0.03326,EC
Trim13,TRUE,-0.2112,0.3953,0.9959,TRUE,0.3005,0.09582,0.2846,TRUE,-0.2695,0.1863,0.5817,TRUE,-0.1639,0.4685,0.8516,TRUE,0.1931,0.3798,0.7377,TRUE,0.07429,0.7894,0.9896,TRUE,-0.3494,0.2065,0.6036,TRUE,-0.08072,0.7711,0.8936,_NE
Trim16,TRUE,0.02133,0.9529,0.9991,TRUE,-0.09146,0.7589,0.8801,TRUE,-0.7251,0.0159,0.182,TRUE,-0.1826,0.5849,0.8898,TRUE,-0.5163,0.1335,0.5206,TRUE,0.2754,0.4963,0.9728,TRUE,-0.3926,0.3237,0.7094,TRUE,0.2946,0.4263,0.665,EC
Trim17,TRUE,0.1899,0.5322,0.9959,TRUE,-0.04629,0.8102,0.9093,TRUE,0.1565,0.4698,0.8013,TRUE,0.3997,0.1097,0.6236,TRUE,0.2332,0.3453,0.7152,TRUE,0.09716,0.7528,0.9885,TRUE,0.04433,0.8809,0.968,TRUE,-0.6581,0.03043,0.1161,_NE
Trim2,TRUE,-0.3907,0.05564,0.9959,TRUE,0.1306,0.2837,0.5272,TRUE,0.02021,0.8477,0.9593,TRUE,0.06635,0.584,0.8894,TRUE,0.04902,0.7158,0.902,TRUE,-0.1308,0.4924,0.9727,TRUE,-0.1803,0.2145,0.615,TRUE,-0.4871,0.003026,0.01916,_NE
Trim21,TRUE,0.0008532,0.9981,0.9999,TRUE,0.2592,0.3332,0.5753,TRUE,-0.1798,0.5798,0.8541,TRUE,-0.2806,0.4119,0.8265,TRUE,0.08707,0.7765,0.9267,TRUE,0.9869,0.007933,0.1961,TRUE,0.7256,0.03693,0.2795,TRUE,1.267,8.98E-05,0.0009932,_NE
Trim23,TRUE,-0.4133,0.004277,0.6283,TRUE,0.05942,0.6382,0.806,TRUE,-0.1457,0.1304,0.5056,TRUE,-0.1531,0.2731,0.748,TRUE,0.06864,0.6574,0.8792,TRUE,-0.2612,0.1855,0.8287,TRUE,-0.3848,0.01214,0.1609,TRUE,-0.2952,0.1773,0.3959,_NE
Trim24,TRUE,-0.1397,0.3981,0.9959,TRUE,0.1201,0.2889,0.532,TRUE,-0.0964,0.4179,0.7695,TRUE,-0.09428,0.5098,0.8659,TRUE,0.1273,0.3808,0.7385,TRUE,-0.09633,0.6264,0.9825,TRUE,-0.3295,0.06193,0.3618,TRUE,-0.06582,0.7282,0.8695,_NE
Trim25,TRUE,-0.1349,0.5946,0.9959,TRUE,-0.08877,0.6131,0.7908,TRUE,-0.5157,0.006735,0.1144,TRUE,-0.3046,0.1642,0.6813,TRUE,0.03575,0.8686,0.9605,TRUE,0.9428,0.0004762,0.02406,TRUE,0.576,0.01076,0.1505,TRUE,1.293,1.793E-09,5.066E-08,_NE
Trim26,TRUE,0.1887,0.3177,0.9959,TRUE,-0.129,0.3143,0.5574,TRUE,0.09942,0.467,0.8,TRUE,-0.1672,0.2948,0.7612,TRUE,0.05095,0.7403,0.9141,TRUE,0.1593,0.426,0.9575,TRUE,0.08401,0.6409,0.8809,TRUE,0.3983,0.0427,0.1485,_NE
Trim27,TRUE,-0.1271,0.4649,0.9959,TRUE,0.09025,0.4453,0.6704,TRUE,-0.06416,0.6255,0.8737,TRUE,0.1036,0.4931,0.8588,TRUE,0.07762,0.6156,0.8616,TRUE,-0.2092,0.2907,0.9008,TRUE,-0.1059,0.5376,0.8342,TRUE,-0.03845,0.8446,0.9303,_NE
Trim28,TRUE,0.003953,0.9793,0.9991,TRUE,-0.1339,0.2464,0.487,TRUE,0.01207,0.8843,0.9704,TRUE,0.1325,0.2589,0.7378,TRUE,-0.01769,0.8839,0.9664,TRUE,-0.1657,0.3064,0.9068,TRUE,0.0413,0.7758,0.9354,TRUE,-0.01791,0.9064,0.9607,_NE
Trim3,TRUE,0.1397,0.3442,0.9959,TRUE,-0.4911,6.144E-05,0.002085,TRUE,0.3317,0.00103,0.03601,TRUE,0.1273,0.3254,0.7794,TRUE,-0.2294,0.07374,0.424,TRUE,-0.3735,0.04322,0.5116,TRUE,0.1075,0.4997,0.8167,TRUE,-0.2027,0.2178,0.4504,_NE
Trim30a,TRUE,-0.06817,0.8416,0.9983,TRUE,0.2426,0.3675,0.6049,TRUE,-0.6832,0.02859,0.2511,TRUE,-0.4866,0.2184,0.7165,TRUE,0.6428,0.05536,0.384,TRUE,2.192,1.67E-07,3.784E-05,TRUE,0.8194,0.02107,0.2133,TRUE,3.033,7.29E-23,1.041E-20,_NE
Trim30d,TRUE,-0.2511,0.5223,0.9959,TRUE,-0.1187,0.7401,0.8687,TRUE,-0.4325,0.1807,0.5729,TRUE,-0.4991,0.2488,0.7313,TRUE,0.628,0.08427,0.4447,TRUE,1.565,0.000856,0.03752,TRUE,0.8874,0.03005,0.2534,TRUE,2.808,2.225E-16,1.619E-14,_NE
Trim32,TRUE,-0.118,0.4382,0.9959,TRUE,-0.1152,0.2861,0.5295,TRUE,0.06886,0.4526,0.7904,TRUE,0.2308,0.06147,0.5502,TRUE,0.05464,0.6609,0.8807,TRUE,-0.2205,0.1816,0.8247,TRUE,0.03979,0.7983,0.9438,TRUE,-0.2158,0.1558,0.3641,_NE
Trim33,TRUE,-0.1914,0.1678,0.9959,TRUE,0.222,0.04977,0.1955,TRUE,-0.1836,0.03235,0.2671,TRUE,-0.1365,0.3185,0.7763,TRUE,0.003573,0.9819,0.9937,TRUE,-0.1244,0.5329,0.9787,TRUE,-0.3347,0.02048,0.2099,TRUE,-0.2814,0.1601,0.3709,_NE
Trim34a,TRUE,-0.3134,0.3495,0.9959,TRUE,0.1131,0.6462,0.8108,TRUE,-0.1257,0.6394,0.8795,TRUE,-0.5211,0.126,0.6443,TRUE,0.2909,0.3357,0.709,TRUE,1.289,0.001143,0.04803,TRUE,0.6393,0.06657,0.3735,TRUE,2.051,2.974E-11,1.111E-09,_NE
Trim35,TRUE,-0.1309,0.4262,0.9959,TRUE,-0.02646,0.8113,0.91,TRUE,-0.04279,0.6163,0.8692,TRUE,0.1588,0.2115,0.7125,TRUE,0.08456,0.4952,0.8051,TRUE,-0.1639,0.3103,0.9099,TRUE,-0.1263,0.3703,0.7408,TRUE,-0.06141,0.6952,0.8518,_NE
Trim36,TRUE,-0.2396,0.3652,0.9959,TRUE,-0.25,0.2387,0.4779,TRUE,-0.538,0.02693,0.2437,TRUE,-0.4297,0.06002,0.5486,TRUE,-0.006968,0.9766,0.9921,TRUE,-0.01118,0.9718,0.9975,TRUE,-0.2493,0.3505,0.7283,TRUE,-0.2049,0.4997,0.7229,_NE
Trim37,TRUE,-0.1126,0.5644,0.9959,TRUE,0.1634,0.1338,0.3458,TRUE,-0.07879,0.428,0.7751,TRUE,0.08764,0.529,0.87,TRUE,0.1677,0.2805,0.6716,TRUE,-0.02257,0.8975,0.9959,TRUE,-0.1691,0.2673,0.6618,TRUE,-0.5687,0.0002548,0.002413,_NE
Trim39,TRUE,0.03241,0.8394,0.9983,TRUE,0.1847,0.1003,0.2917,TRUE,-0.183,0.1031,0.4601,TRUE,-0.006314,0.9636,0.9934,TRUE,-0.03769,0.7843,0.9292,TRUE,0.1136,0.514,0.9751,TRUE,-0.0435,0.8024,0.9458,TRUE,0.187,0.3077,0.5556,_NE
Trim41,TRUE,0.1195,0.4149,0.9959,TRUE,-0.2081,0.0722,0.2438,TRUE,0.1482,0.1087,0.4712,TRUE,0.1325,0.2981,0.764,TRUE,-0.1691,0.2139,0.6117,TRUE,-0.1452,0.4347,0.9603,TRUE,0.1662,0.2968,0.6891,TRUE,-0.05783,0.7149,0.8623,_NE
Trim43a,TRUE,0.2935,0.5457,0.9959,TRUE,0.3117,0.5323,0.7351,TRUE,-0.3932,0.4669,0.8,TRUE,-0.1364,0.7702,0.9485,TRUE,0.5899,0.2111,0.6079,TRUE,0.6335,0.255,0.8856,TRUE,-0.1766,0.7575,0.9291,TRUE,0.2713,0.6125,0.8042,_NE
Trim44,TRUE,-0.1552,0.4314,0.9959,TRUE,0.1498,0.1676,0.3918,TRUE,-0.06902,0.4959,0.8142,TRUE,0.02195,0.8575,0.9719,TRUE,0.1982,0.1885,0.5892,TRUE,0.01274,0.9423,0.9975,TRUE,-0.2252,0.1288,0.5009,TRUE,-0.1537,0.3223,0.5706,_NE
Trim45,TRUE,0.001176,0.9961,0.9998,TRUE,-0.2588,0.1191,0.3244,TRUE,-0.1572,0.4089,0.7638,TRUE,0.1144,0.5783,0.8872,TRUE,0.1435,0.4771,0.7963,TRUE,-0.123,0.6479,0.9825,TRUE,0.09193,0.6986,0.9095,TRUE,-0.1465,0.5854,0.7861,_NE
Trim46,TRUE,0.09007,0.554,0.9959,TRUE,-0.5394,1.659E-05,0.0007622,TRUE,0.3678,7.356E-05,0.007197,TRUE,0.1755,0.1938,0.7081,TRUE,-0.4771,0.000495,0.02741,TRUE,-0.2965,0.1478,0.7863,TRUE,0.2281,0.1657,0.5535,TRUE,-0.3551,0.03113,0.118,_NE
Trim47,TRUE,0.6018,0.131,0.9959,TRUE,-0.44,0.1017,0.2944,TRUE,0.1162,0.6707,0.8909,TRUE,-0.4169,0.1816,0.697,TRUE,-0.4157,0.2187,0.6185,TRUE,0.2675,0.4759,0.9691,TRUE,0.9994,0.004463,0.08573,TRUE,1.154,0.0001267,0.001335,_NE
Trim56,TRUE,-0.2146,0.5329,0.9959,TRUE,-0.4909,0.2219,0.4599,TRUE,0.1378,0.6129,0.8681,TRUE,-0.7456,0.08262,0.5953,TRUE,-0.5587,0.05476,0.3823,TRUE,0.4174,0.2435,0.8808,TRUE,0.5558,0.1075,0.4608,TRUE,0.4281,0.26,0.5014,_NE
Trim59,TRUE,-0.1252,0.6414,0.9959,TRUE,0.1963,0.2929,0.5358,TRUE,-0.2313,0.2456,0.6418,TRUE,-0.5966,0.002894,0.1768,TRUE,-0.2847,0.1483,0.5401,TRUE,0.2351,0.4351,0.9605,TRUE,-0.4663,0.02184,0.217,TRUE,-0.4505,0.08651,0.2462,OL
Trim62,TRUE,0.07308,0.6993,0.9959,TRUE,-0.2831,0.06923,0.2379,TRUE,0.2674,0.09938,0.4539,TRUE,0.1217,0.4615,0.8468,TRUE,0.01709,0.9161,0.9742,TRUE,-0.08226,0.6885,0.9825,TRUE,0.1698,0.3702,0.7407,TRUE,-0.1639,0.5249,0.7415,_NE
Trim65,TRUE,0.1097,0.7459,0.9959,TRUE,-0.2834,0.2604,0.5018,TRUE,-0.05839,0.8232,0.9499,TRUE,-0.367,0.1965,0.7081,TRUE,-0.4532,0.0876,0.4515,TRUE,0.1747,0.634,0.9825,TRUE,0.198,0.5229,0.8262,TRUE,-0.1804,0.572,0.7764,_NE
Trim66,TRUE,0.3874,0.09342,0.9959,TRUE,-0.2858,0.2162,0.4532,TRUE,0.00956,0.9523,0.9881,TRUE,-0.2552,0.3443,0.7933,TRUE,-0.3437,0.0571,0.3888,TRUE,-0.02801,0.8989,0.9959,TRUE,0.4027,0.02572,0.2332,TRUE,-0.763,0.001875,0.01301,N
Trim67,TRUE,-0.01189,0.9646,0.9991,TRUE,-0.2731,0.1684,0.3927,TRUE,0.07878,0.707,0.9063,TRUE,-0.1311,0.6,0.8951,TRUE,0.006725,0.9776,0.9923,TRUE,-0.2263,0.4294,0.9588,TRUE,0.06485,0.8033,0.946,TRUE,-0.002044,0.9945,0.9979,_NE
Trim68,TRUE,-0.3022,0.2272,0.9959,TRUE,0.1779,0.3714,0.6089,TRUE,0.07374,0.722,0.9108,TRUE,-0.06395,0.7852,0.9527,TRUE,0.1056,0.6374,0.8715,TRUE,0.09584,0.7402,0.9884,TRUE,-0.02459,0.9292,0.982,TRUE,0.749,0.01353,0.0627,_NE
Trim7,TRUE,0.2099,0.5928,0.9959,TRUE,-0.3986,0.1821,0.4095,TRUE,0.1797,0.5713,0.8518,TRUE,-0.6322,0.05942,0.5469,TRUE,-0.05252,0.8787,0.9645,TRUE,-0.7718,0.0677,0.6073,TRUE,-0.0736,0.8583,0.963,TRUE,0.09963,0.806,0.9117,_NE
Trim71,TRUE,-0.3779,0.4346,0.9959,TRUE,-0.04294,0.915,0.9633,TRUE,-0.084,0.8188,0.9479,TRUE,0.2734,0.4822,0.8553,TRUE,-0.4545,0.2369,0.6346,TRUE,-0.6488,0.1424,0.7808,TRUE,0.08044,0.8881,0.97,TRUE,-0.95,0.03374,0.1253,_NE
Trim72,TRUE,0.1044,0.8198,0.9983,TRUE,0.2682,0.5219,0.7267,TRUE,-0.3916,0.2979,0.686,TRUE,0.1489,0.7459,0.9407,TRUE,-0.7949,0.1,0.4702,TRUE,-0.4593,0.3895,0.9421,TRUE,-0.05866,0.9127,0.9768,TRUE,0.6438,0.2038,0.4319,_NE
Trim8,TRUE,0.3505,0.03549,0.9903,TRUE,-0.5727,1.192E-05,0.0005912,TRUE,0.3799,0.0001923,0.01289,TRUE,0.03286,0.8202,0.9616,TRUE,-0.3211,0.03404,0.3184,TRUE,-0.3024,0.1583,0.7952,TRUE,0.3123,0.08712,0.4232,TRUE,-0.4079,0.01791,0.07822,_NE
Trim9,TRUE,0.0372,0.8402,0.9983,TRUE,0.06937,0.5283,0.7321,TRUE,0.1146,0.2142,0.6104,TRUE,0.347,0.00432,0.2079,TRUE,0.107,0.4315,0.771,TRUE,0.0657,0.6931,0.9825,TRUE,0.2401,0.0905,0.4298,TRUE,-0.0831,0.6015,0.7978,AS
Trio,TRUE,-0.1015,0.5242,0.9959,TRUE,-0.1566,0.162,0.3847,TRUE,0.1873,0.07911,0.4077,TRUE,-0.002135,0.9863,0.9981,TRUE,-0.124,0.3541,0.7218,TRUE,-0.1254,0.4499,0.9653,TRUE,0.04286,0.7762,0.9354,TRUE,-0.537,0.000973,0.00755,_NE
Triobp,TRUE,0.7143,0.02087,0.9255,TRUE,-0.5015,0.01626,0.1032,TRUE,0.3714,0.08106,0.4145,TRUE,-0.04172,0.8475,0.9696,TRUE,-0.4362,0.05128,0.372,TRUE,0.2201,0.4869,0.9719,TRUE,0.2594,0.2781,0.6693,TRUE,0.06593,0.8043,0.9106,_NE
Trip10,TRUE,0.3247,0.3128,0.9959,TRUE,-0.2269,0.2789,0.5228,TRUE,-0.133,0.5647,0.8488,TRUE,-0.385,0.1004,0.6188,TRUE,-0.1941,0.4318,0.7713,TRUE,0.1795,0.532,0.9787,TRUE,0.1622,0.506,0.8185,TRUE,0.5981,0.0265,0.1053,_NE
Trip11,TRUE,-0.3634,0.1033,0.9959,TRUE,0.2101,0.227,0.4658,TRUE,-0.1548,0.3473,0.7221,TRUE,-0.2726,0.1889,0.7051,TRUE,-0.2802,0.1975,0.5968,TRUE,0.01931,0.9583,0.9975,TRUE,-0.1306,0.6129,0.8694,TRUE,-0.7599,0.02398,0.09747,_NE
Trip12,TRUE,-0.1749,0.2906,0.9959,TRUE,0.2233,0.04466,0.1843,TRUE,-0.1484,0.08568,0.4249,TRUE,-0.06107,0.602,0.8955,TRUE,0.106,0.4343,0.7725,TRUE,0.04173,0.8116,0.9896,TRUE,-0.108,0.476,0.8032,TRUE,-0.07731,0.6078,0.8019,_NE
Trip13,TRUE,-0.2537,0.6123,0.9959,TRUE,-0.8252,0.04834,0.1918,TRUE,-0.3737,0.4253,0.7737,TRUE,-0.5774,0.191,0.7064,TRUE,0.9586,0.04773,0.3617,TRUE,-0.7345,0.1695,0.8092,TRUE,-0.08542,0.8871,0.97,TRUE,0.3789,0.4438,0.6801,_NE
Trip4,TRUE,-0.1609,0.272,0.9959,TRUE,0.3743,0.0007039,0.0129,TRUE,-0.1287,0.1701,0.562,TRUE,0.0005006,0.9969,0.9993,TRUE,0.1906,0.1592,0.5543,TRUE,0.1803,0.3662,0.937,TRUE,-0.1339,0.4474,0.7888,TRUE,0.1351,0.4631,0.6951,_NE
Trip6,TRUE,0.2532,0.325,0.9959,TRUE,-0.1561,0.4358,0.6633,TRUE,0.1593,0.4423,0.7843,TRUE,-0.02945,0.8883,0.9805,TRUE,-0.3383,0.09478,0.4591,TRUE,0.2416,0.3856,0.9415,TRUE,0.5377,0.0225,0.2191,TRUE,0.3378,0.1885,0.4115,_NE
Trit1,TRUE,-0.05279,0.7701,0.9959,TRUE,0.102,0.4279,0.6569,TRUE,0.07843,0.574,0.8526,TRUE,0.07113,0.6514,0.9113,TRUE,0.175,0.265,0.6572,TRUE,0.02835,0.8893,0.9957,TRUE,0.0576,0.7523,0.9278,TRUE,0.3949,0.0339,0.1257,_NE
Trmt1,TRUE,0.1485,0.3239,0.9959,TRUE,-0.2924,0.007818,0.06544,TRUE,0.1919,0.03408,0.2745,TRUE,0.08058,0.5016,0.8634,TRUE,-0.3505,0.01196,0.1913,TRUE,-0.1688,0.3558,0.9326,TRUE,0.2254,0.1142,0.4755,TRUE,-0.03131,0.8428,0.9299,_NE
Trmt11,TRUE,-0.1799,0.4835,0.9959,TRUE,0.226,0.2236,0.4616,TRUE,-0.1401,0.5041,0.819,TRUE,-0.3088,0.2009,0.7081,TRUE,0.08703,0.7035,0.8964,TRUE,0.01625,0.9551,0.9975,TRUE,-0.216,0.4069,0.7632,TRUE,0.07979,0.8083,0.9126,_NE
